chave;cnpj;nr_natureza_juridica;matriz;simples;simei;classificação;situacao
2062-1475-2011;14750705000130;2062;1;0;0;PRIVADO;ATIVA
2135-1520-2012;15207872000100;2135;1;1;1;PRIVADO;ATIVA
2062-1064-2009;10646049000170;2062;1;1;0;PRIVADO;ATIVA
2062-7423-1993;74235367000120;2062;1;0;0;PRIVADO;ATIVA
2062-5463-2004;54633821000860;2062;0;0;0;PRIVADO;ATIVA
2135-0947-2008;09478321000170;2135;1;0;0;PRIVADO;ATIVA
2240-5078-1983;50783547000260;2240;0;0;0;PRIVADO;ATIVA
2062-7228-1993;72284508000170;2062;1;0;0;PRIVADO;ATIVA
2062-8019-1987;80193659000140;2062;1;1;0;PRIVADO;ATIVA
2062-7122-1993;71223853000130;2062;1;0;0;PRIVADO;ATIVA
2062-4322-1972;43226612000100;2062;1;1;0;PRIVADO;ATIVA
4120-0846-2006;08461528000170;4120;1;0;0;PRIVADO;ATIVA
2135-1564-2012;15644506000100;2135;1;1;0;PRIVADO;ATIVA
2135-0851-2006;08519876000150;2135;1;0;0;PRIVADO;ATIVA
2135-1549-2012;15499591000160;2135;1;1;1;PRIVADO;ATIVA
2135-1245-2010;12452594000150;2135;1;1;1;PRIVADO;ATIVA
2062-1105-2009;11055547000100;2062;1;0;0;PRIVADO;BAIXADA
2135-0046-1995;00468147000100;2135;1;0;0;PRIVADO;ATIVA
2062-0011-1994;00113474000220;2062;0;0;0;PRIVADO;ATIVA
2135-0111-1996;01118707000160;2135;1;1;1;PRIVADO;ATIVA
2062-1110-2009;11104174000110;2062;1;0;0;PRIVADO;ATIVA
2135-1655-2012;16553800000170;2135;1;1;1;PRIVADO;ATIVA
2062-0022-1994;00226786000160;2062;1;0;0;PRIVADO;BAIXADA
4090-0673-2004;06737823000180;4090;1;0;0;PRIVADO;BAIXADA
2062-0096-1995;00964907000170;2062;1;0;0;PRIVADO;BAIXADA
2062-0135-1985;01359983000110;2062;1;0;0;PRIVADO;BAIXADA
4090-0517-2002;05178774000120;4090;1;0;0;PRIVADO;BAIXADA
4090-0652-2004;06526665000110;4090;1;0;0;PRIVADO;BAIXADA
2062-0271-1998;02711396000100;2062;1;0;0;PRIVADO;BAIXADA
2062-0039-1994;00399744000120;2062;1;0;0;PRIVADO;BAIXADA
2062-0055-1995;00555051000180;2062;1;0;0;PRIVADO;BAIXADA
2062-0873-2007;08732347000130;2062;1;0;0;PRIVADO;BAIXADA
2135-9753-2011;97534523000150;2135;1;1;1;PRIVADO;ATIVA
2062-0716-2011;07166553001300;2062;0;0;0;PRIVADO;ATIVA
2135-1546-2012;15464180000130;2135;1;1;0;PRIVADO;ATIVA
2062-1398-2011;13988214000160;2062;1;1;0;PRIVADO;ATIVA
3220-0241-2010;02415583024160;3220;0;0;0;PRIVADO;ATIVA
2062-4340-1980;43403385000140;2062;1;0;0;PRIVADO;ATIVA
2062-6092-1989;60929999000180;2062;1;0;0;PRIVADO;ATIVA
2135-0563-2003;05637664000180;2135;1;0;0;PRIVADO;ATIVA
2062-0516-2002;05167111000100;2062;1;1;0;PRIVADO;ATIVA
2135-2584-1989;25848185000110;2135;1;0;0;PRIVADO;ATIVA
2062-0320-1999;03203036000160;2062;1;0;0;PRIVADO;ATIVA
2135-1264-2010;12643338000140;2135;1;1;1;PRIVADO;ATIVA
3999-1130-2009;11300153000170;3999;1;0;0;PRIVADO;ATIVA
1104-2997-2005;29979036116440;1104;0;0;0;PUBLICO;ATIVA
3999-1238-1976;12384798000100;3999;1;0;0;PRIVADO;ATIVA
2135-0901-2007;09018061000150;2135;1;0;0;PRIVADO;ATIVA
2135-0118-1996;01185534000100;2135;1;0;0;PRIVADO;ATIVA
2062-0361-2000;03612570000120;2062;1;1;0;PRIVADO;ATIVA
2135-0551-1985;05519301000140;2135;1;1;0;PRIVADO;ATIVA
2135-2508-1989;25083718000110;2135;1;0;0;PRIVADO;ATIVA
2062-0272-1998;02728196000160;2062;1;0;0;PRIVADO;ATIVA
2135-1149-2010;11492484000150;2135;1;1;0;PRIVADO;ATIVA
2135-7311-1993;73110884000100;2135;1;0;0;PRIVADO;ATIVA
3271-0628-2004;06283460000150;3271;1;0;0;PUBLICO;ATIVA
4120-0929-2008;09297077000140;4120;1;0;0;PRIVADO;ATIVA
2135-2932-1985;29322294000150;2135;1;0;0;PRIVADO;BAIXADA
2135-1238-2010;12389812000150;2135;1;1;0;PRIVADO;ATIVA
2062-1164-2010;11643115000110;2062;1;1;0;PRIVADO;ATIVA
3271-0629-2004;06295377000100;3271;1;0;0;PUBLICO;ATIVA
2062-1229-2010;12295398000110;2062;1;1;0;PRIVADO;ATIVA
2135-1243-2010;12438196000180;2135;1;1;1;PRIVADO;ATIVA
2135-1367-2011;13678538000100;2135;1;1;1;PRIVADO;ATIVA
3999-0317-1999;03176190000190;3999;1;0;0;PRIVADO;ATIVA
2062-1348-2011;13481885000130;2062;1;1;0;PRIVADO;ATIVA
2135-0888-2007;08882122000160;2135;1;1;0;PRIVADO;ATIVA
2305-0568-2003;05686377000160;2305;1;0;0;PRIVADO;ATIVA
3271-0951-2008;09510713000170;3271;1;0;0;PUBLICO;ATIVA
2135-0154-1996;01542880000190;2135;1;0;0;PRIVADO;BAIXADA
2135-0893-2007;08933424000110;2135;1;1;0;PRIVADO;ATIVA
2062-1118-2009;11186834000150;2062;1;0;0;PRIVADO;ATIVA
2062-1130-2009;11307558000130;2062;1;0;0;PRIVADO;ATIVA
2135-1240-2010;12402851000140;2135;1;1;0;PRIVADO;ATIVA
2135-1350-2011;13505076000110;2135;1;1;1;PRIVADO;ATIVA
2135-1549-2012;15493623000110;2135;1;1;1;PRIVADO;ATIVA
2062-0579-2004;05796111000250;2062;0;0;0;PRIVADO;ATIVA
3999-1158-2009;11580455000140;3999;1;0;0;PRIVADO;ATIVA
2062-0717-2005;07177353000100;2062;1;0;0;PRIVADO;BAIXADA
2135-1232-2010;12323092000120;2135;1;1;1;PRIVADO;ATIVA
2135-0721-2005;07217737000100;2135;1;0;0;PRIVADO;BAIXADA
2062-0793-2006;07939973000130;2062;1;0;0;PRIVADO;BAIXADA
2135-0386-2000;03862761000140;2135;1;0;0;PRIVADO;BAIXADA
2135-1826-1983;18268243000170;2135;1;0;0;PRIVADO;BAIXADA
2062-1507-1990;15078173000280;2062;0;0;0;PRIVADO;BAIXADA
2135-1802-1990;18021782000100;2135;1;0;0;PRIVADO;BAIXADA
4090-1219-2010;12190879000160;4090;1;0;0;PRIVADO;BAIXADA
2135-0899-2007;08999877000140;2135;1;0;0;PRIVADO;BAIXADA
2062-0564-1979;05646369000190;2062;1;0;0;PRIVADO;BAIXADA
2062-0197-1997;01977143000110;2062;1;0;0;PRIVADO;BAIXADA
3999-1013-2008;10132071000100;3999;1;0;0;PRIVADO;BAIXADA
2135-1402-2011;14028501000190;2135;1;0;0;PRIVADO;BAIXADA
2062-0131-1996;01317988000180;2062;1;0;0;PRIVADO;BAIXADA
2054-1160-1980;11601234000100;2054;1;0;0;PRIVADO;BAIXADA
2135-0574-2003;05747808000150;2135;1;0;0;PRIVADO;BAIXADA
2062-7419-1994;74194150000110;2062;1;0;0;PRIVADO;BAIXADA
2062-5920-1988;59203208000150;2062;1;0;0;PRIVADO;BAIXADA
2062-4787-1976;47870415000180;2062;1;0;0;PRIVADO;BAIXADA
2062-1858-1983;18588616000190;2062;1;0;0;PRIVADO;BAIXADA
2062-3186-1987;31865082000160;2062;1;0;0;PRIVADO;BAIXADA
2062-8962-1984;89626733000140;2062;1;0;0;PRIVADO;BAIXADA
2240-3907-1990;39076377000160;2240;1;0;0;PRIVADO;BAIXADA
2240-4729-1981;47292115000160;2240;1;0;0;PRIVADO;BAIXADA
2135-6301-1990;63017214000190;2135;1;0;0;PRIVADO;BAIXADA
2135-5768-1987;57684755000170;2135;1;0;0;PRIVADO;BAIXADA
2135-8887-1977;88878384000190;2135;1;0;0;PRIVADO;BAIXADA
2062-3168-1987;31682024000100;2062;1;0;0;PRIVADO;BAIXADA
2135-6353-1991;63534747000140;2135;1;0;0;PRIVADO;BAIXADA
2135-4539-1973;45399052000110;2135;1;0;0;PRIVADO;BAIXADA
2062-9117-1986;91176966000130;2062;1;0;0;PRIVADO;BAIXADA
2062-1891-1976;18919803000100;2062;1;0;0;PRIVADO;BAIXADA
2062-4123-1993;41236977000190;2062;1;0;0;PRIVADO;BAIXADA
2062-6346-1991;63463566000170;2062;1;0;0;PRIVADO;BAIXADA
2062-5714-1987;57147159000150;2062;1;0;0;PRIVADO;BAIXADA
2062-3614-1990;36146173000160;2062;1;0;0;PRIVADO;BAIXADA
2062-4216-1972;42162511000150;2062;1;0;0;PRIVADO;BAIXADA
2062-5217-1983;52173275000120;2062;1;0;0;PRIVADO;BAIXADA
2062-4501-1980;45015534000120;2062;1;0;0;PRIVADO;BAIXADA
2062-8663-1994;86636255000160;2062;1;0;0;PRIVADO;BAIXADA
2062-2529-1988;25292368000100;2062;1;0;0;PRIVADO;BAIXADA
2062-2915-1975;29159241000160;2062;1;0;0;PRIVADO;BAIXADA
2062-3521-1990;35214097000110;2062;1;0;0;PRIVADO;BAIXADA
2062-2108-1979;21086426000180;2062;1;0;0;PRIVADO;BAIXADA
2062-0862-2007;08628624000160;2062;1;0;0;PRIVADO;ATIVA
2135-0366-2000;03660928000190;2135;1;0;0;PRIVADO;ATIVA
2135-1171-2010;11711262000180;2135;1;1;1;PRIVADO;ATIVA
2135-0597-2003;05978383000190;2135;1;1;0;PRIVADO;ATIVA
2135-0818-2006;08182042000100;2135;1;1;0;PRIVADO;ATIVA
2135-6211-1989;62113477000130;2135;1;0;0;PRIVADO;ATIVA
4014-1290-1989;12902805000100;4014;1;0;0;PRIVADO;ATIVA
2062-1085-2009;10854758000140;2062;1;0;0;PRIVADO;ATIVA
2135-1279-2010;12796638000160;2135;1;1;1;PRIVADO;BAIXADA
2135-1557-2012;15578940000130;2135;1;1;1;PRIVADO;ATIVA
4120-0937-2008;09378058000300;4120;0;0;0;PRIVADO;ATIVA
2135-1541-2012;15417794000160;2135;1;1;0;PRIVADO;ATIVA
4120-0855-2007;08559714000570;4120;0;0;0;PRIVADO;ATIVA
4120-0820-2009;08200504000590;4120;0;0;0;PRIVADO;ATIVA
4120-0844-2006;08444133000240;4120;0;0;0;PRIVADO;ATIVA
2135-1421-2011;14218319000100;2135;1;1;1;PRIVADO;ATIVA
2135-0951-2008;09515152000100;2135;1;1;0;PRIVADO;ATIVA
2135-1185-2010;11851530000160;2135;1;1;1;PRIVADO;ATIVA
2135-0356-1999;03567665000170;2135;1;1;0;PRIVADO;ATIVA
2135-0634-2004;06346166000140;2135;1;1;0;PRIVADO;ATIVA
2135-1130-2009;11302418000170;2135;1;1;1;PRIVADO;ATIVA
2135-1466-2011;14662311000120;2135;1;0;0;PRIVADO;ATIVA
2062-0944-2008;09446096000190;2062;1;1;0;PRIVADO;ATIVA
2062-0873-2007;08732820000180;2062;1;1;0;PRIVADO;ATIVA
2062-1691-2012;16918915000110;2062;1;1;0;PRIVADO;ATIVA
2135-0782-1985;07827785000110;2135;1;0;0;PRIVADO;ATIVA
2135-0920-2007;09206981000100;2135;1;0;0;PRIVADO;ATIVA
2062-9743-1997;97432199000240;2062;0;0;0;PRIVADO;ATIVA
2135-1478-2011;14786155000100;2135;1;1;1;PRIVADO;ATIVA
2135-1077-2009;10774188000260;2135;0;1;0;PRIVADO;ATIVA
2062-0483-2001;04833659000180;2062;1;1;0;PRIVADO;ATIVA
2135-1273-2010;12737336000110;2135;1;1;1;PRIVADO;ATIVA
2062-1543-2012;15437022000190;2062;1;1;0;PRIVADO;ATIVA
2135-1543-2012;15437826000190;2135;1;1;1;PRIVADO;ATIVA
2062-1666-2012;16660577000160;2062;1;1;0;PRIVADO;ATIVA
2062-0371-2000;03715735000190;2062;1;0;0;PRIVADO;ATIVA
2135-1150-2010;11507763000140;2135;1;0;0;PRIVADO;BAIXADA
2135-3088-1980;30882898000130;2135;1;0;0;PRIVADO;BAIXADA
2135-1479-2011;14795259000180;2135;1;1;1;PRIVADO;ATIVA
2135-2062-1978;20627576000190;2135;1;0;0;PRIVADO;BAIXADA
2305-0417-2000;04172776000140;2305;1;1;0;PRIVADO;ATIVA
2135-8179-1993;81796898000310;2135;0;1;0;PRIVADO;ATIVA
2062-0669-2004;06697237000150;2062;1;1;0;PRIVADO;ATIVA
2135-8976-1979;89769681000160;2135;1;1;0;PRIVADO;ATIVA
2135-1459-2011;14596684000140;2135;1;1;1;PRIVADO;ATIVA
2135-1457-2011;14576866000150;2135;1;0;0;PRIVADO;BAIXADA
2062-1152-2010;11522509000110;2062;1;0;0;PRIVADO;ATIVA
2135-1294-2010;12943806000100;2135;1;0;0;PRIVADO;BAIXADA
2135-1436-2011;14362836000140;2135;1;1;0;PRIVADO;ATIVA
2135-2616-1996;26161612000150;2135;1;0;0;PRIVADO;ATIVA
2305-0851-2007;08518879000250;2305;0;0;0;PRIVADO;ATIVA
4014-8130-1989;81305344000100;4014;1;0;0;PRIVADO;BAIXADA
2070-8182-1969;81821258000150;2070;1;0;0;PRIVADO;BAIXADA
2135-9326-1990;93268084000120;2135;1;0;0;PRIVADO;BAIXADA
2135-9351-1999;93511566000240;2135;0;0;0;PRIVADO;BAIXADA
2062-9019-1984;90197799000140;2062;1;0;0;PRIVADO;BAIXADA
2135-3102-1986;31029119000110;2135;1;0;0;PRIVADO;BAIXADA
2135-2538-1988;25387895000190;2135;1;0;0;PRIVADO;BAIXADA
2135-2232-1986;22328496000160;2135;1;0;0;PRIVADO;BAIXADA
3999-4975-1978;49757719000160;3999;1;0;0;PRIVADO;BAIXADA
2135-2594-1989;25945262000150;2135;1;0;0;PRIVADO;BAIXADA
2062-5759-1972;57592685000120;2062;1;0;0;PRIVADO;BAIXADA
2062-7340-1993;73404311000190;2062;1;0;0;PRIVADO;BAIXADA
2062-7387-1993;73874372000110;2062;1;0;0;PRIVADO;BAIXADA
2135-7418-1994;74181769000190;2135;1;0;0;PRIVADO;BAIXADA
2135-7609-1982;76094960000120;2135;1;0;0;PRIVADO;BAIXADA
2135-7977-1987;79778742000100;2135;1;0;0;PRIVADO;BAIXADA
3999-7449-1994;74491531000160;3999;1;0;0;PRIVADO;BAIXADA
2062-4877-1977;48779235000150;2062;1;0;0;PRIVADO;BAIXADA
2062-9052-1985;90520917000100;2062;1;0;0;PRIVADO;BAIXADA
2054-3314-1982;33149501003370;2054;0;0;0;PRIVADO;BAIXADA
2054-8830-2000;88301155005330;2054;0;0;0;PRIVADO;BAIXADA
2135-9387-1991;93871531000130;2135;1;0;0;PRIVADO;BAIXADA
2062-9262-1989;92627876000180;2062;1;0;0;PRIVADO;BAIXADA
2062-8903-2001;89033773000340;2062;0;1;0;PRIVADO;BAIXADA
2135-1875-1983;18755058000100;2135;1;0;0;PRIVADO;BAIXADA
2062-2910-1973;29103546000150;2062;1;0;0;PRIVADO;BAIXADA
2135-2503-1988;25033101000190;2135;1;0;0;PRIVADO;BAIXADA
2062-1885-1990;18854943000490;2062;0;1;0;PRIVADO;BAIXADA
2135-3100-1986;31008907000120;2135;1;0;0;PRIVADO;BAIXADA
2062-2533-1980;25339003000690;2062;0;0;0;PRIVADO;BAIXADA
2135-6040-1989;60405420000180;2135;1;0;0;PRIVADO;BAIXADA
2240-5735-1987;57350134000150;2240;1;0;0;PRIVADO;BAIXADA
2062-5476-1985;54767546000100;2062;1;0;0;PRIVADO;BAIXADA
2062-2952-1988;29529666004020;2062;0;0;0;PRIVADO;BAIXADA
2062-2527-1988;25273111000100;2062;1;0;0;PRIVADO;BAIXADA
2062-6049-1989;60495405000170;2062;1;0;0;PRIVADO;BAIXADA
2135-5136-1979;51366631000160;2135;1;0;0;PRIVADO;BAIXADA
2062-5622-1986;56226145000160;2062;1;0;0;PRIVADO;BAIXADA
2062-5440-1987;54401856000360;2062;0;1;0;PRIVADO;BAIXADA
2038-6093-1968;60933603031480;2038;0;0;0;MISTA;BAIXADA
2062-5109-1979;51097004000170;2062;1;0;0;PRIVADO;BAIXADA
2240-6118-1989;61189643000110;2240;1;0;0;PRIVADO;BAIXADA
2062-6221-1990;62217021000110;2062;1;0;0;PRIVADO;BAIXADA
2062-6089-1988;60890456002140;2062;0;0;0;PRIVADO;BAIXADA
2135-7927-1986;79272498000100;2135;1;0;0;PRIVADO;BAIXADA
2135-6680-1991;66800400000190;2135;1;0;0;PRIVADO;BAIXADA
2240-6848-1992;68487883000140;2240;1;0;0;PRIVADO;BAIXADA
2135-7749-1978;77495190000190;2135;1;0;0;PRIVADO;BAIXADA
2135-3501-1989;35017318000160;2135;1;0;0;PRIVADO;BAIXADA
2062-3609-1990;36098705000130;2062;1;0;0;PRIVADO;BAIXADA
2062-3605-1990;36059186000100;2062;1;0;0;PRIVADO;BAIXADA
2062-4182-1992;41829128000140;2062;1;0;0;PRIVADO;BAIXADA
2135-4477-1980;44779494000120;2135;1;0;0;PRIVADO;BAIXADA
2135-0326-1999;03261990000100;2135;1;0;0;PRIVADO;BAIXADA
2062-0902-2007;09020614000100;2062;1;0;0;PRIVADO;BAIXADA
2135-0740-2005;07400185000170;2135;1;0;0;PRIVADO;BAIXADA
2062-0206-1997;02068086000110;2062;1;0;0;PRIVADO;BAIXADA
2135-0290-1998;02903873000130;2135;1;0;0;PRIVADO;BAIXADA
2062-7833-1980;78332251000160;2062;1;0;0;PRIVADO;BAIXADA
2062-0140-1996;01401481000100;2062;1;0;0;PRIVADO;BAIXADA
2062-0502-2002;05021815000170;2062;1;0;0;PRIVADO;BAIXADA
2135-1021-2008;10214522000140;2135;1;0;0;PRIVADO;BAIXADA
2135-1389-2011;13898782000170;2135;1;1;1;PRIVADO;ATIVA
2135-1565-2012;15655564000130;2135;1;1;1;PRIVADO;ATIVA
2062-0938-2008;09380969000100;2062;1;1;0;PRIVADO;ATIVA
2062-0386-2000;03863409000120;2062;1;0;0;PRIVADO;ATIVA
2062-0708-2004;07087103000180;2062;1;1;0;PRIVADO;ATIVA
4090-1593-2012;15932970000100;4090;1;0;0;PRIVADO;BAIXADA
2135-1093-2009;10930615000170;2135;1;0;0;PRIVADO;BAIXADA
2062-1189-2010;11899346000190;2062;1;1;0;PRIVADO;ATIVA
2062-0380-2000;03802637000190;2062;1;1;0;PRIVADO;ATIVA
2062-0520-2002;05204871000140;2062;1;0;0;PRIVADO;ATIVA
4090-1589-2012;15895762000170;4090;1;0;0;PRIVADO;BAIXADA
2062-1591-2012;15916304000170;2062;1;0;0;PRIVADO;ATIVA
4120-1282-2010;12823189000100;4120;1;0;0;PRIVADO;ATIVA
2135-1420-2011;14201856000130;2135;1;1;1;PRIVADO;ATIVA
2135-1100-2009;11003002000150;2135;1;0;0;PRIVADO;ATIVA
2135-1586-2012;15864303000120;2135;1;1;1;PRIVADO;ATIVA
2135-1156-2010;11567330000180;2135;1;1;1;PRIVADO;ATIVA
2305-0727-2005;07271878000100;2305;1;0;0;PRIVADO;ATIVA
2135-1399-2011;13995191000110;2135;1;1;1;PRIVADO;ATIVA
2305-1537-2012;15370491000130;2305;1;1;0;PRIVADO;ATIVA
2062-1307-1971;13071709000120;2062;1;0;0;PRIVADO;BAIXADA
2135-1201-2010;12011814000100;2135;1;1;0;PRIVADO;ATIVA
2062-1031-2008;10311836000160;2062;1;1;0;PRIVADO;ATIVA
3999-0748-2005;07481292000170;3999;1;0;0;PRIVADO;ATIVA
2135-0787-2006;07873578000100;2135;1;0;0;PRIVADO;ATIVA
2135-0913-2007;09132835000170;2135;1;0;0;PRIVADO;ATIVA
2062-1372-2011;13727215000150;2062;1;1;0;PRIVADO;ATIVA
2062-1551-2012;15512943000170;2062;1;0;0;PRIVADO;ATIVA
2135-1381-2011;13812071000130;2135;1;1;1;PRIVADO;ATIVA
2062-1376-2011;13769092000110;2062;1;0;0;PRIVADO;ATIVA
3999-0347-1999;03471143000170;3999;1;0;0;PRIVADO;ATIVA
3085-0610-2004;06107184000170;3085;1;0;0;PRIVADO;ATIVA
2062-0264-2006;02644810000700;2062;0;0;0;PRIVADO;BAIXADA
3271-0388-1999;03889083000100;3271;1;0;0;PUBLICO;ATIVA
2135-1391-2011;13915896000180;2135;1;1;1;PRIVADO;ATIVA
2127-0632-2004;06326050000140;2127;1;0;0;PRIVADO;BAIXADA
2062-1376-2011;13762936000100;2062;1;1;0;PRIVADO;ATIVA
2135-1472-2011;14720077000140;2135;1;1;1;PRIVADO;ATIVA
3999-0032-1994;00329662000100;3999;1;0;0;PRIVADO;ATIVA
2062-0019-1994;00196965000100;2062;1;0;0;PRIVADO;BAIXADA
2062-1356-2011;13565469000110;2062;1;0;0;PRIVADO;BAIXADA
2062-0206-1997;02062311000100;2062;1;0;0;PRIVADO;ATIVA
2135-1473-2011;14738783000110;2135;1;1;1;PRIVADO;ATIVA
2135-1056-2009;10562134000150;2135;1;1;0;PRIVADO;ATIVA
2062-1399-2011;13991186000130;2062;1;1;0;PRIVADO;ATIVA
2135-1540-2012;15400262000110;2135;1;1;1;PRIVADO;ATIVA
4090-1602-2012;16024057000160;4090;1;0;0;PRIVADO;BAIXADA
2135-1239-2010;12394017000150;2135;1;1;1;PRIVADO;ATIVA
2062-0900-2007;09000908000170;2062;1;0;0;PRIVADO;ATIVA
2135-0020-1994;00207069000190;2135;1;0;0;PRIVADO;ATIVA
1015-0039-1975;00394460001890;1015;0;0;0;PUBLICO;ATIVA
2135-1484-2012;14847448000150;2135;1;1;1;PRIVADO;ATIVA
2062-0871-2005;08715125000100;2062;1;1;0;PRIVADO;ATIVA
2135-1071-2009;10712820000160;2135;1;0;0;PRIVADO;ATIVA
2062-0865-2007;08652428000120;2062;1;0;0;PRIVADO;BAIXADA
2062-1284-2010;12849351000150;2062;1;0;0;PRIVADO;ATIVA
2135-1390-2011;13900905000160;2135;1;1;1;PRIVADO;ATIVA
2135-1444-2011;14443136000180;2135;1;1;1;PRIVADO;ATIVA
2135-0500-2002;05001802000130;2135;1;0;0;PRIVADO;BAIXADA
2135-1554-2012;15548691000130;2135;1;1;0;PRIVADO;ATIVA
3999-0907-2007;09075744000140;3999;1;0;0;PRIVADO;ATIVA
2135-0569-1985;05697529000120;2135;1;0;0;PRIVADO;ATIVA
2135-1130-2009;11302359000130;2135;1;1;0;PRIVADO;ATIVA
2062-6393-1990;63933162000100;2062;1;0;0;PRIVADO;ATIVA
3999-1645-2012;16454434000100;3999;1;0;0;PRIVADO;ATIVA
2135-1265-2010;12654396000170;2135;1;0;0;PRIVADO;ATIVA
2135-1518-2012;15188065000180;2135;1;1;1;PRIVADO;ATIVA
2062-1518-2012;15189877000140;2062;1;1;0;PRIVADO;ATIVA
3999-0609-2006;06099229011650;3999;0;0;0;PRIVADO;ATIVA
2135-1447-2011;14477550000100;2135;1;1;1;PRIVADO;ATIVA
4120-1447-2011;14473418000120;4120;1;0;0;PRIVADO;ATIVA
3999-1102-1986;11026713000140;3999;1;0;0;PRIVADO;ATIVA
2062-8994-1984;89943443000120;2062;1;0;0;PRIVADO;ATIVA
2062-0823-2006;08239868000150;2062;1;0;0;PRIVADO;ATIVA
2062-5868-2008;58682881000310;2062;0;1;0;PRIVADO;ATIVA
2062-1487-2012;14876431000120;2062;1;0;0;PRIVADO;ATIVA
2240-0625-2004;06257325000130;2240;1;0;0;PRIVADO;ATIVA
2062-0131-1996;01314259000170;2062;1;0;0;PRIVADO;ATIVA
3999-5132-1980;51329837000110;3999;1;0;0;PRIVADO;ATIVA
2062-8394-1994;83948950000250;2062;0;0;0;PRIVADO;ATIVA
2135-1252-1988;12529418000170;2135;1;0;0;PRIVADO;ATIVA
2135-6425-1990;64254055000100;2135;1;0;0;PRIVADO;ATIVA
2135-0532-2002;05326395000130;2135;1;0;0;PRIVADO;ATIVA
2135-6745-1992;67458984000120;2135;1;1;0;PRIVADO;ATIVA
2135-1303-2010;13033605000120;2135;1;1;1;PRIVADO;ATIVA
2062-5703-1966;57031551000130;2062;1;0;0;PRIVADO;ATIVA
2135-6002-1989;60027851000150;2135;1;0;0;PRIVADO;ATIVA
2135-0083-1995;00833416000190;2135;1;0;0;PRIVADO;ATIVA
2135-1521-2012;15216982000120;2135;1;1;1;PRIVADO;ATIVA
2135-0002-1994;00020256000160;2135;1;1;0;PRIVADO;ATIVA
2062-0021-1994;00219310000100;2062;1;0;0;PRIVADO;BAIXADA
2062-0107-1996;01078141000190;2062;1;1;0;PRIVADO;ATIVA
2062-0775-2005;07752036000170;2062;1;0;0;PRIVADO;BAIXADA
2062-0919-2007;09190698000120;2062;1;0;0;PRIVADO;BAIXADA
2062-0081-1995;00818142000160;2062;1;0;0;PRIVADO;BAIXADA
2062-0006-1982;00069393000190;2062;1;0;0;PRIVADO;BAIXADA
4090-0657-2004;06577709000130;4090;1;0;0;PRIVADO;BAIXADA
2135-0319-1987;03196367000110;2135;1;0;0;PRIVADO;BAIXADA
2062-0557-2003;05578575000100;2062;1;0;0;PRIVADO;BAIXADA
2135-0329-1999;03299077000100;2135;1;0;0;PRIVADO;BAIXADA
2135-0043-1995;00436189000160;2135;1;0;0;PRIVADO;BAIXADA
2062-0029-1994;00298097000160;2062;1;0;0;PRIVADO;BAIXADA
2062-0072-1983;00728576000170;2062;1;0;0;PRIVADO;BAIXADA
2062-0411-2000;04116780000190;2062;1;0;0;PRIVADO;BAIXADA
2062-0578-2003;05782591000110;2062;1;0;0;PRIVADO;BAIXADA
2135-1545-2012;15455061000110;2135;1;1;1;PRIVADO;ATIVA
4090-0988-2008;09885592000140;4090;1;0;0;PRIVADO;BAIXADA
2062-2697-2010;26977835000270;2062;0;1;0;PRIVADO;ATIVA
2062-4418-1980;44181592000160;2062;1;1;0;PRIVADO;ATIVA
2305-0509-2002;05092471000190;2305;1;1;0;PRIVADO;ATIVA
2135-0604-2003;06047604000170;2135;1;1;0;PRIVADO;ATIVA
3999-1561-2011;15612478000140;3999;1;0;0;PRIVADO;ATIVA
2135-0199-1997;01997971000110;2135;1;1;0;PRIVADO;ATIVA
2054-6108-1969;61080735000590;2054;0;0;0;PRIVADO;BAIXADA
3999-0533-2002;05331060000100;3999;1;0;0;PRIVADO;ATIVA
2135-1694-2012;16941457000130;2135;1;1;0;PRIVADO;ATIVA
2135-1342-2011;13423961000150;2135;1;1;1;PRIVADO;ATIVA
2062-1198-2010;11985317000140;2062;1;1;0;PRIVADO;ATIVA
2062-6216-1990;62160262000170;2062;1;0;0;PRIVADO;ATIVA
3220-3090-2003;30902803140450;3220;0;0;0;PRIVADO;ATIVA
2135-1510-2012;15102943000100;2135;1;1;1;PRIVADO;ATIVA
3085-0155-1996;01552233000160;3085;1;0;0;PRIVADO;ATIVA
2054-0231-2004;02316471000210;2054;0;0;0;PRIVADO;ATIVA
2062-0057-1995;00579575000100;2062;1;0;0;PRIVADO;ATIVA
2062-0147-1997;01478814000280;2062;0;0;0;PRIVADO;ATIVA
2135-6823-1992;68231323000120;2135;1;0;0;PRIVADO;ATIVA
2135-1533-2012;15334926000190;2135;1;1;1;PRIVADO;ATIVA
2135-1148-2010;11483332000190;2135;1;1;0;PRIVADO;ATIVA
2135-1210-2010;12107144000120;2135;1;1;1;PRIVADO;ATIVA
4120-0840-2006;08400537000150;4120;1;0;0;PRIVADO;ATIVA
3999-0200-2007;02005517001090;3999;0;0;0;PRIVADO;ATIVA
2135-1039-2008;10390969000170;2135;1;1;0;PRIVADO;ATIVA
2135-9527-1993;95277158000110;2135;1;0;0;PRIVADO;BAIXADA
2135-7827-1984;78273828000100;2135;1;0;0;PRIVADO;ATIVA
2062-8085-1988;80850134000130;2062;1;0;0;PRIVADO;ATIVA
2062-1695-2012;16953240000140;2062;1;0;0;PRIVADO;ATIVA
2062-0879-2007;08797632000130;2062;1;0;0;PRIVADO;ATIVA
