chave;cnpj;nr_natureza_juridica;matriz;simples;simei;classificação;situacao
2305-1698-2012;16985163000100;2305;1;0;0;PRIVADO;ATIVA
2135-1318-2011;13183014000130;2135;1;1;1;PRIVADO;ATIVA
2062-0142-1996;01428294000110;2062;1;0;0;PRIVADO;ATIVA
2062-1307-2011;13070960000170;2062;1;1;0;PRIVADO;ATIVA
2135-0778-2005;07788560000100;2135;1;0;0;PRIVADO;ATIVA
2135-1204-2010;12045932000130;2135;1;1;1;PRIVADO;ATIVA
4090-1587-2012;15878930000110;4090;1;0;0;PRIVADO;BAIXADA
2135-1297-2010;12970142000160;2135;1;0;0;PRIVADO;ATIVA
2135-1538-2012;15384526000190;2135;1;0;0;PRIVADO;BAIXADA
2305-1534-2012;15349307000170;2305;1;1;0;PRIVADO;ATIVA
2135-1535-2012;15358479000100;2135;1;1;1;PRIVADO;ATIVA
2135-1552-2012;15522693000150;2135;1;1;1;PRIVADO;ATIVA
2135-1534-2012;15349967000150;2135;1;1;1;PRIVADO;ATIVA
2135-1586-2012;15864196000130;2135;1;1;0;PRIVADO;ATIVA
4090-1599-2012;15995295000150;4090;1;0;0;PRIVADO;BAIXADA
2135-1598-2012;15989019000180;2135;1;1;1;PRIVADO;ATIVA
2135-1373-2011;13738087000140;2135;1;0;0;PRIVADO;BAIXADA
2135-1583-2012;15837268000150;2135;1;1;1;PRIVADO;ATIVA
2135-1471-2011;14719506000160;2135;1;1;0;PRIVADO;ATIVA
2135-1386-2011;13865115000190;2135;1;1;1;PRIVADO;ATIVA
2240-1148-2010;11481621000150;2240;1;0;0;PRIVADO;ATIVA
2135-1515-2012;15151710000190;2135;1;1;1;PRIVADO;ATIVA
3999-0261-1982;02610454000100;3999;1;0;0;PRIVADO;ATIVA
2135-0139-1996;01396045000190;2135;1;0;0;PRIVADO;BAIXADA
2062-0089-1995;00890545000110;2062;1;0;0;PRIVADO;BAIXADA
3999-0198-1997;01985090000180;3999;1;0;0;PRIVADO;ATIVA
2135-1375-2011;13757256000190;2135;1;1;1;PRIVADO;ATIVA
2062-0331-1999;03313395000170;2062;1;0;0;PRIVADO;ATIVA
2062-1091-2009;10919155000180;2062;1;1;0;PRIVADO;ATIVA
2135-1566-2012;15663691000180;2135;1;1;1;PRIVADO;ATIVA
4090-1602-2012;16026401000150;4090;1;0;0;PRIVADO;BAIXADA
2135-1484-2012;14841053000140;2135;1;1;1;PRIVADO;ATIVA
2062-0121-1996;01214564000190;2062;1;0;0;PRIVADO;ATIVA
2062-3555-1991;35559103000170;2062;1;1;0;PRIVADO;ATIVA
2135-0915-2007;09150131000120;2135;1;1;0;PRIVADO;ATIVA
2062-0299-1999;02992412000180;2062;1;1;0;PRIVADO;ATIVA
2135-0458-2001;04587322000130;2135;1;1;0;PRIVADO;ATIVA
3085-0044-1995;00440039000120;3085;1;0;0;PRIVADO;ATIVA
2135-1485-2012;14859012000180;2135;1;1;1;PRIVADO;ATIVA
2135-1389-2011;13890849000120;2135;1;1;0;PRIVADO;ATIVA
2135-0703-2004;07036412000120;2135;1;0;0;PRIVADO;ATIVA
2135-1643-2012;16434395000170;2135;1;1;1;PRIVADO;ATIVA
3999-0830-2006;08307756000190;3999;1;0;0;PRIVADO;ATIVA
2062-0545-2009;05454078000280;2062;0;1;0;PRIVADO;ATIVA
2135-0830-2006;08301843000130;2135;1;0;0;PRIVADO;ATIVA
2135-0225-1997;02258642000110;2135;1;1;0;PRIVADO;ATIVA
2135-0715-2004;07156431000190;2135;1;0;0;PRIVADO;ATIVA
3999-0764-2005;07649014000180;3999;1;0;0;PRIVADO;ATIVA
3999-1520-2012;15201941000160;3999;1;0;0;PRIVADO;ATIVA
3220-2675-1991;26752022000100;3220;1;0;0;PRIVADO;ATIVA
2135-1090-2009;10901231000120;2135;1;1;0;PRIVADO;ATIVA
2135-0477-2001;04774829000100;2135;1;1;0;PRIVADO;ATIVA
2062-9426-1991;94261500000120;2062;1;0;0;PRIVADO;ATIVA
2135-1487-2012;14873695000120;2135;1;1;1;PRIVADO;ATIVA
2062-1070-2009;10706766000140;2062;1;0;0;PRIVADO;ATIVA
2062-5975-2008;59753715000320;2062;0;1;0;PRIVADO;ATIVA
2135-1652-2012;16526682000100;2135;1;1;1;PRIVADO;ATIVA
2062-1434-2011;14348068000170;2062;1;0;0;PRIVADO;BAIXADA
2062-5741-1988;57410748000260;2062;0;0;0;PRIVADO;ATIVA
2135-1407-2011;14079554000130;2135;1;1;1;PRIVADO;ATIVA
2135-1520-2012;15207536000150;2135;1;1;1;PRIVADO;ATIVA
2054-0770-2005;07701148000100;2054;1;0;0;PRIVADO;ATIVA
2135-1475-2011;14755950000130;2135;1;0;0;PRIVADO;BAIXADA
2135-1409-2011;14091562000100;2135;1;1;1;PRIVADO;ATIVA
2135-1046-2009;10464049000230;2135;0;0;0;PRIVADO;ATIVA
2135-0499-2002;04998534000100;2135;1;1;0;PRIVADO;ATIVA
2062-0269-1998;02692308000170;2062;1;1;0;PRIVADO;ATIVA
2062-1070-2009;10702509000130;2062;1;1;0;PRIVADO;ATIVA
2062-1143-2009;11436711000120;2062;1;1;0;PRIVADO;ATIVA
2062-0438-2001;04387840000100;2062;1;0;0;PRIVADO;ATIVA
2062-0840-2006;08407596000150;2062;1;1;0;PRIVADO;ATIVA
2135-1497-2012;14971197000110;2135;1;1;1;PRIVADO;ATIVA
2135-0166-2009;01667900000230;2135;0;1;0;PRIVADO;ATIVA
2062-1696-2012;16963492000150;2062;1;1;0;PRIVADO;ATIVA
2135-1695-2012;16959131000130;2135;1;1;1;PRIVADO;ATIVA
3085-0019-1994;00191367000130;3085;1;0;0;PRIVADO;ATIVA
2135-0018-1994;00188139000100;2135;1;0;0;PRIVADO;ATIVA
2062-0654-2004;06541012000100;2062;1;1;0;PRIVADO;ATIVA
2135-0558-2003;05584204000130;2135;1;0;0;PRIVADO;ATIVA
2062-0067-1995;00677572000100;2062;1;0;0;PRIVADO;BAIXADA
2135-0051-1995;00519232000150;2135;1;0;0;PRIVADO;BAIXADA
2135-9754-2011;97543640000180;2135;1;1;1;PRIVADO;ATIVA
2062-1264-2011;12647895000210;2062;0;0;0;PRIVADO;ATIVA
2062-0061-2004;00619523000200;2062;0;0;0;PRIVADO;ATIVA
2062-0242-1998;02424803000280;2062;0;0;0;PRIVADO;ATIVA
2232-0359-2000;03596968000110;2232;1;0;0;PRIVADO;ATIVA
2062-0578-2010;05782382002110;2062;0;0;0;PRIVADO;ATIVA
2062-0356-1999;03564370000140;2062;1;1;0;PRIVADO;ATIVA
2135-1661-2012;16618204000120;2135;1;1;1;PRIVADO;ATIVA
2135-1547-2012;15470861000100;2135;1;1;1;PRIVADO;ATIVA
2135-0678-2004;06788464000190;2135;1;0;0;PRIVADO;ATIVA
2135-1580-2012;15803634000150;2135;1;0;0;PRIVADO;ATIVA
2135-1580-2012;15807619000180;2135;1;1;1;PRIVADO;ATIVA
2135-1533-2012;15330770000170;2135;1;1;1;PRIVADO;ATIVA
2240-0127-1996;01273726000160;2240;1;1;0;PRIVADO;ATIVA
3085-0182-1997;01820776000110;3085;1;0;0;PRIVADO;ATIVA
2062-1985-2008;19859784000560;2062;0;0;0;PRIVADO;ATIVA
2135-1483-2012;14837113000150;2135;1;1;1;PRIVADO;ATIVA
3999-0500-2002;05000514000160;3999;1;0;0;PRIVADO;ATIVA
2062-9177-1987;91779249000100;2062;1;0;0;PRIVADO;BAIXADA
2135-1305-2010;13054045000190;2135;1;1;0;PRIVADO;ATIVA
2135-7486-1994;74864323000160;2135;1;0;0;PRIVADO;ATIVA
2135-0300-1999;03003186000120;2135;1;0;0;PRIVADO;ATIVA
2135-0782-1985;07826019000130;2135;1;0;0;PRIVADO;ATIVA
2062-2032-1986;20322814000150;2062;1;1;0;PRIVADO;ATIVA
2135-0458-2001;04582303000110;2135;1;0;0;PRIVADO;ATIVA
2062-0391-2000;03915695000120;2062;1;1;0;PRIVADO;ATIVA
2135-0920-2007;09209294000130;2135;1;1;0;PRIVADO;ATIVA
2062-0390-2000;03906876000190;2062;1;0;0;PRIVADO;ATIVA
3999-1207-2010;12071712000180;3999;1;0;0;PRIVADO;ATIVA
2135-1034-2008;10345860000110;2135;1;1;0;PRIVADO;ATIVA
2135-0222-1997;02220988000120;2135;1;0;0;PRIVADO;ATIVA
2135-1120-2009;11200688000170;2135;1;1;0;PRIVADO;ATIVA
2062-2403-1988;24037236000160;2062;1;0;0;PRIVADO;ATIVA
2062-0598-2003;05983017000120;2062;1;0;0;PRIVADO;ATIVA
2062-0423-2001;04237057000160;2062;1;0;0;PRIVADO;ATIVA
2135-1548-2012;15483406000140;2135;1;1;1;PRIVADO;ATIVA
2135-0550-2003;05509275000250;2135;0;0;0;PRIVADO;ATIVA
2135-0877-2007;08774423000170;2135;1;1;1;PRIVADO;ATIVA
2062-0614-2004;06146206000100;2062;1;0;0;PRIVADO;ATIVA
2135-1029-2008;10296497000190;2135;1;1;0;PRIVADO;ATIVA
2135-0919-2007;09198850000110;2135;1;0;0;PRIVADO;ATIVA
2135-0363-2000;03633908000120;2135;1;0;0;PRIVADO;ATIVA
2135-0435-2001;04359534000160;2135;1;0;0;PRIVADO;ATIVA
3085-1072-2003;10728799000190;3085;1;0;0;PRIVADO;ATIVA
2135-0407-2000;04070384000170;2135;1;0;0;PRIVADO;ATIVA
2062-0944-1979;09446832000100;2062;1;0;0;PRIVADO;ATIVA
2135-1240-2010;12403037000140;2135;1;1;0;PRIVADO;ATIVA
2135-0558-2003;05586796000120;2135;1;0;0;PRIVADO;ATIVA
2062-0346-1999;03468522000100;2062;1;0;0;PRIVADO;BAIXADA
2062-1064-2009;10643177000160;2062;1;1;0;PRIVADO;ATIVA
2305-1300-2010;13004872000170;2305;1;1;0;PRIVADO;ATIVA
2062-0545-1985;05457395000170;2062;1;0;0;PRIVADO;ATIVA
2062-0133-1996;01331858000100;2062;1;0;0;PRIVADO;ATIVA
2062-0223-1997;02236436000100;2062;1;0;0;PRIVADO;ATIVA
2062-0373-2000;03733899000140;2062;1;0;0;PRIVADO;ATIVA
2135-1209-2010;12090671000170;2135;1;1;0;PRIVADO;ATIVA
2135-6238-1969;62387881000100;2135;1;0;0;PRIVADO;BAIXADA
2135-6366-1991;63669717000140;2135;1;0;0;PRIVADO;ATIVA
2062-0759-2005;07596764000130;2062;1;0;0;PRIVADO;BAIXADA
2062-0892-2007;08926903000100;2062;1;0;0;PRIVADO;BAIXADA
2062-1339-2011;13399485000180;2062;1;1;0;PRIVADO;ATIVA
2062-0158-1996;01581922000100;2062;1;0;0;PRIVADO;BAIXADA
2135-0853-2011;08530641000240;2135;0;0;0;PRIVADO;ATIVA
2135-3462-1991;34623546000200;2135;0;0;0;PRIVADO;ATIVA
2135-1654-2012;16549983000150;2135;1;1;1;PRIVADO;BAIXADA
2062-0403-2000;04031947000110;2062;1;1;0;PRIVADO;ATIVA
2135-1481-2011;14811365000100;2135;1;0;0;PRIVADO;BAIXADA
2135-1082-2009;10823606000180;2135;1;0;0;PRIVADO;ATIVA
2062-4084-2006;40841728006010;2062;0;0;0;PRIVADO;ATIVA
2135-0760-2005;07607510000170;2135;1;1;0;PRIVADO;ATIVA
4120-0854-2006;08546957000140;4120;1;0;0;PRIVADO;ATIVA
2135-1165-2010;11656217000170;2135;1;1;0;PRIVADO;ATIVA
2135-6379-1992;63796031000110;2135;1;0;0;PRIVADO;BAIXADA
2135-0794-2006;07940905000190;2135;1;0;0;PRIVADO;BAIXADA
2135-0356-1999;03569310000110;2135;1;0;0;PRIVADO;BAIXADA
2062-8939-1977;89399281000100;2062;1;0;0;PRIVADO;BAIXADA
2135-5368-1984;53682308000120;2135;1;0;0;PRIVADO;BAIXADA
2062-6602-1991;66022609000170;2062;1;0;0;PRIVADO;BAIXADA
2062-0180-1997;01803738000150;2062;1;0;0;PRIVADO;BAIXADA
2135-0926-2007;09268320000100;2135;1;0;0;PRIVADO;BAIXADA
2135-9339-1990;93399087000100;2135;1;0;0;PRIVADO;BAIXADA
2062-0182-1997;01825778000100;2062;1;0;0;PRIVADO;ATIVA
2135-1465-2011;14653994000150;2135;1;1;1;PRIVADO;ATIVA
2135-1477-2011;14772133000190;2135;1;1;1;PRIVADO;ATIVA
2062-1462-2011;14628652000180;2062;1;0;0;PRIVADO;ATIVA
2062-0093-1995;00933854000120;2062;1;0;0;PRIVADO;ATIVA
2240-7359-1993;73594897000100;2240;1;0;0;PRIVADO;ATIVA
3999-0414-2000;04149279000120;3999;1;0;0;PRIVADO;ATIVA
3220-0241-2010;02415583018860;3220;0;0;0;PRIVADO;ATIVA
2135-1557-2012;15579251000140;2135;1;1;0;PRIVADO;ATIVA
2062-0138-2010;01387686001230;2062;0;0;0;PRIVADO;ATIVA
2305-1328-2011;13285562000170;2305;1;0;0;PRIVADO;ATIVA
2062-1091-2009;10918590000190;2062;1;1;0;PRIVADO;ATIVA
2135-1473-2011;14738987000150;2135;1;0;0;PRIVADO;ATIVA
2313-1659-2012;16597592000100;2313;1;0;0;PRIVADO;ATIVA
2062-1276-2010;12760735000100;2062;1;0;0;PRIVADO;ATIVA
2135-1257-2010;12577371000110;2135;1;1;1;PRIVADO;ATIVA
2135-1244-2010;12448597000110;2135;1;1;1;PRIVADO;BAIXADA
2062-1211-2010;12118835000120;2062;1;1;0;PRIVADO;ATIVA
2135-1063-2009;10631843000140;2135;1;0;0;PRIVADO;ATIVA
2062-1029-2008;10293607000160;2062;1;0;0;PRIVADO;BAIXADA
2135-1168-2010;11681504000130;2135;1;1;0;PRIVADO;ATIVA
2135-1339-2011;13391471000110;2135;1;1;0;PRIVADO;ATIVA
2135-1168-2010;11684111000180;2135;1;1;0;PRIVADO;ATIVA
2135-1569-2012;15697189000190;2135;1;1;1;PRIVADO;ATIVA
2062-1522-2012;15226274000170;2062;1;1;0;PRIVADO;ATIVA
2135-1542-2012;15422518000190;2135;1;0;0;PRIVADO;ATIVA
4120-0940-2008;09406951000300;4120;0;0;0;PRIVADO;ATIVA
4120-0863-2012;08637782000500;4120;0;0;0;PRIVADO;ATIVA
2135-1426-2011;14261075000130;2135;1;1;1;PRIVADO;ATIVA
4120-0802-2010;08024365000320;4120;0;0;0;PRIVADO;ATIVA
2135-1523-2012;15236118000190;2135;1;1;1;PRIVADO;ATIVA
4120-0824-2008;08249863000290;4120;0;0;0;PRIVADO;ATIVA
4120-0845-2006;08453083000690;4120;0;0;0;PRIVADO;ATIVA
2135-1245-2010;12456353000180;2135;1;0;0;PRIVADO;ATIVA
2062-0489-2002;04895472000100;2062;1;1;0;PRIVADO;ATIVA
4120-1526-2012;15261885000150;4120;1;0;0;PRIVADO;ATIVA
3999-0757-2005;07571515000190;3999;1;0;0;PRIVADO;ATIVA
2135-3321-1989;33219882000130;2135;1;1;0;PRIVADO;ATIVA
2062-1111-2009;11111490000110;2062;1;0;0;PRIVADO;ATIVA
3085-0487-2002;04872184000130;3085;1;0;0;PRIVADO;ATIVA
2135-1110-2009;11101269000180;2135;1;0;0;PRIVADO;ATIVA
3999-6101-2006;61012019136710;3999;0;0;0;PRIVADO;ATIVA
2135-7402-1994;74024886000140;2135;1;1;0;PRIVADO;ATIVA
3999-0176-1997;01761163000150;3999;1;0;0;PRIVADO;ATIVA
2062-8235-1991;82355546000200;2062;0;0;0;PRIVADO;BAIXADA
2062-0745-2005;07454892000140;2062;1;1;0;PRIVADO;ATIVA
2135-1211-2010;12118454000140;2135;1;0;0;PRIVADO;BAIXADA
2135-1665-2012;16651872000150;2135;1;1;0;PRIVADO;ATIVA
2305-0614-2004;06141910000170;2305;1;1;0;PRIVADO;ATIVA
2135-0918-2007;09188539000190;2135;1;0;0;PRIVADO;ATIVA
2135-0910-2007;09101918000100;2135;1;1;0;PRIVADO;ATIVA
2062-0847-2006;08472275000130;2062;1;1;0;PRIVADO;ATIVA
2062-1163-2009;11635155000110;2062;1;0;0;PRIVADO;BAIXADA
2062-0859-2007;08597725000110;2062;1;0;0;PRIVADO;BAIXADA
2135-0787-2006;07870399000100;2135;1;0;0;PRIVADO;ATIVA
2062-0894-2007;08942653000100;2062;1;0;0;PRIVADO;ATIVA
2135-0835-2006;08358647000100;2135;1;1;0;PRIVADO;ATIVA
2135-0836-2006;08366826000180;2135;1;0;0;PRIVADO;ATIVA
2062-0719-2005;07194958000100;2062;1;0;0;PRIVADO;ATIVA
3999-0771-2005;07710580000150;3999;1;0;0;PRIVADO;ATIVA
2135-1669-2012;16690776000110;2135;1;1;1;PRIVADO;ATIVA
2062-0951-2008;09511881000180;2062;1;0;0;PRIVADO;BAIXADA
2054-1063-2009;10638679000100;2054;1;0;0;PRIVADO;ATIVA
2135-1056-2008;10567920000140;2135;1;0;0;PRIVADO;ATIVA
2135-1460-2011;14605684000160;2135;1;1;1;PRIVADO;ATIVA
2135-1438-2011;14381328000100;2135;1;1;1;PRIVADO;ATIVA
2135-1507-2012;15071086000110;2135;1;1;0;PRIVADO;ATIVA
2135-1530-2012;15309229000180;2135;1;1;1;PRIVADO;ATIVA
2062-9462-1992;94624665000110;2062;1;1;0;PRIVADO;ATIVA
2062-1579-2012;15792167000100;2062;1;0;0;PRIVADO;ATIVA
2062-1436-1989;14363949000160;2062;1;0;0;PRIVADO;BAIXADA
2135-2479-1989;24792673000270;2135;0;0;0;PRIVADO;BAIXADA
2062-9268-1966;92684091000140;2062;1;0;0;PRIVADO;BAIXADA
2062-6286-1990;62864301000110;2062;1;0;0;PRIVADO;BAIXADA
2240-6026-1989;60261161000160;2240;1;0;0;PRIVADO;BAIXADA
2062-7741-1983;77415792000270;2062;0;0;0;PRIVADO;BAIXADA
2062-1116-2009;11164666000100;2062;1;0;0;PRIVADO;BAIXADA
4090-0970-2008;09709384000190;4090;1;0;0;PRIVADO;BAIXADA
3999-1015-2008;10154360000100;3999;1;0;0;PRIVADO;BAIXADA
2062-9112-1986;91128702000100;2062;1;0;0;PRIVADO;BAIXADA
3999-0971-2008;09719537000180;3999;1;0;0;PRIVADO;BAIXADA
3999-0967-2008;09674026000190;3999;1;0;0;PRIVADO;BAIXADA
2135-1142-2009;11424576000100;2135;1;0;0;PRIVADO;BAIXADA
2135-1216-2010;12161114000100;2135;1;0;0;PRIVADO;BAIXADA
2135-4097-1992;40974735000130;2135;1;0;0;PRIVADO;BAIXADA
2135-0337-1999;03370324000100;2135;1;0;0;PRIVADO;BAIXADA
2062-0842-2006;08429679000140;2062;1;0;0;PRIVADO;BAIXADA
2135-0626-2004;06260119000180;2135;1;0;0;PRIVADO;BAIXADA
2062-0825-2006;08258897000160;2062;1;0;0;PRIVADO;BAIXADA
2305-1052-2008;10527706000160;2305;1;0;0;PRIVADO;ATIVA
2135-1174-2010;11747470000130;2135;1;0;0;PRIVADO;ATIVA
2062-6598-1991;65987232000120;2062;1;0;0;PRIVADO;ATIVA
2135-1565-2012;15654048000190;2135;1;0;0;PRIVADO;ATIVA
2062-1172-2010;11728741000100;2062;1;0;0;PRIVADO;BAIXADA
2135-0033-1994;00332145000190;2135;1;0;0;PRIVADO;ATIVA
2135-1347-2011;13473951000120;2135;1;1;1;PRIVADO;ATIVA
2135-1441-2011;14412074000140;2135;1;1;1;PRIVADO;ATIVA
2062-1697-2012;16975439000170;2062;1;1;0;PRIVADO;ATIVA
2062-0719-2005;07191812000100;2062;1;1;0;PRIVADO;ATIVA
2135-1376-2011;13766382000100;2135;1;1;1;PRIVADO;ATIVA
2135-0159-1996;01590929000180;2135;1;0;0;PRIVADO;BAIXADA
3220-1163-2010;11636340000120;3220;1;0;0;PRIVADO;ATIVA
2062-1137-2009;11372568000150;2062;1;1;0;PRIVADO;ATIVA
2135-1150-2010;11509005000160;2135;1;0;0;PRIVADO;ATIVA
2135-1552-2012;15526634000150;2135;1;1;1;PRIVADO;ATIVA
2135-1378-2011;13784397000100;2135;1;0;0;PRIVADO;BAIXADA
4090-1599-2012;15993689000170;4090;1;0;0;PRIVADO;BAIXADA
4120-1382-2011;13823052000100;4120;1;0;0;PRIVADO;ATIVA
3220-2705-2011;27056910086780;3220;0;0;0;PRIVADO;ATIVA
2135-1389-2011;13893456000170;2135;1;1;1;PRIVADO;ATIVA
2062-1361-2011;13616986000170;2062;1;0;0;PRIVADO;ATIVA
2062-1390-2011;13903475000130;2062;1;0;0;PRIVADO;BAIXADA
2135-0713-2004;07135873000150;2135;1;1;0;PRIVADO;ATIVA
3085-0192-1997;01921358000110;3085;1;0;0;PRIVADO;ATIVA
2062-0005-1994;00058221000110;2062;1;0;0;PRIVADO;ATIVA
3085-0159-1996;01591367000190;3085;1;0;0;PRIVADO;ATIVA
2135-0023-1994;00235377000120;2135;1;0;0;PRIVADO;ATIVA
2135-1684-2012;16848652000110;2135;1;1;1;PRIVADO;ATIVA
2062-5938-1988;59385765000130;2062;1;0;0;PRIVADO;ATIVA
4090-1603-2012;16039157000160;4090;1;0;0;PRIVADO;BAIXADA
2011-3402-2004;34028316748710;2011;0;0;0;PUBLICO;ATIVA
2135-0404-2000;04044523000190;2135;1;1;0;PRIVADO;ATIVA
2135-1517-2012;15176008000180;2135;1;1;1;PRIVADO;ATIVA
2062-1026-2008;10268454000100;2062;1;1;0;PRIVADO;ATIVA
2135-1379-2011;13794440000100;2135;1;1;1;PRIVADO;ATIVA
2062-1638-2012;16384070000120;2062;1;0;0;PRIVADO;ATIVA
2062-0597-2003;05975835000180;2062;1;1;0;PRIVADO;ATIVA
3999-0817-2006;08171334000130;3999;1;0;0;PRIVADO;ATIVA
2135-0214-2001;02147889000240;2135;0;0;0;PRIVADO;ATIVA
2135-1158-2010;11588208000190;2135;1;0;0;PRIVADO;BAIXADA
2240-1449-2011;14498895000140;2240;1;0;0;PRIVADO;ATIVA
2135-1540-2012;15401296000120;2135;1;1;0;PRIVADO;ATIVA
3999-1476-1981;14760854000180;3999;1;0;0;PRIVADO;ATIVA
2135-1289-2010;12896283000180;2135;1;1;1;PRIVADO;ATIVA
2135-1647-2012;16478322000180;2135;1;1;1;PRIVADO;ATIVA
2062-0599-2003;05999333000190;2062;1;0;0;PRIVADO;ATIVA
2135-1215-2010;12153605000100;2135;1;1;0;PRIVADO;ATIVA
2135-0207-1997;02075409000100;2135;1;0;0;PRIVADO;ATIVA
2135-1446-2011;14463162000170;2135;1;1;1;PRIVADO;ATIVA
2062-0632-2004;06326462000180;2062;1;0;0;PRIVADO;ATIVA
2062-1219-2010;12192163000100;2062;1;0;0;PRIVADO;ATIVA
2135-1451-2011;14511515000160;2135;1;1;1;PRIVADO;ATIVA
2062-0813-2006;08133267000320;2062;0;1;0;PRIVADO;ATIVA
2135-1649-2012;16493261000120;2135;1;1;1;PRIVADO;BAIXADA
3069-4521-1977;45211927000370;3069;0;0;0;PRIVADO;ATIVA
4014-0158-1997;01583917000200;4014;0;0;0;PRIVADO;ATIVA
2240-5496-1985;54963426000170;2240;1;1;0;PRIVADO;ATIVA
2062-0396-2011;03969547000430;2062;0;0;0;PRIVADO;ATIVA
2135-0304-1999;03041983000100;2135;1;1;0;PRIVADO;ATIVA
2062-8140-1989;81408759000100;2062;1;1;0;PRIVADO;ATIVA
2135-9168-1987;91682021000190;2135;1;1;0;PRIVADO;ATIVA
2135-2006-1983;20067211000230;2135;0;0;0;PRIVADO;ATIVA
2135-1070-2009;10700005000180;2135;1;0;0;PRIVADO;ATIVA
2054-8773-1975;87733283001130;2054;0;0;0;PRIVADO;ATIVA
2062-2685-1991;26853176000180;2062;1;0;0;PRIVADO;ATIVA
2240-7767-1983;77678456000130;2240;1;0;0;PRIVADO;ATIVA
2135-1314-2011;13148917000180;2135;1;1;1;PRIVADO;ATIVA
2135-0926-2007;09262455000150;2135;1;0;0;PRIVADO;ATIVA
2062-1170-2010;11702899000100;2062;1;1;0;PRIVADO;ATIVA
2062-1086-2009;10869713000140;2062;1;1;0;PRIVADO;ATIVA
3220-1439-2011;14391043000150;3220;1;0;0;PRIVADO;ATIVA
2062-1568-2012;15689389000100;2062;1;0;0;PRIVADO;ATIVA
2135-1568-2012;15687912000150;2135;1;1;1;PRIVADO;ATIVA
2135-1568-2012;15687956000180;2135;1;1;1;PRIVADO;ATIVA
2062-0417-2000;04173247000160;2062;1;0;0;PRIVADO;ATIVA
2135-1221-2010;12212383000140;2135;1;1;0;PRIVADO;ATIVA
2062-7365-1993;73653677000100;2062;1;0;0;PRIVADO;ATIVA
2135-0077-1995;00772969000180;2135;1;0;0;PRIVADO;ATIVA
2062-0098-1995;00986635000100;2062;1;0;0;PRIVADO;BAIXADA
2062-0079-1995;00793262000150;2062;1;0;0;PRIVADO;BAIXADA
2062-0011-1994;00114482000100;2062;1;0;0;PRIVADO;BAIXADA
2062-0040-1995;00401699000100;2062;1;0;0;PRIVADO;BAIXADA
2135-0877-2007;08779111000150;2135;1;0;0;PRIVADO;BAIXADA
2062-0634-2004;06349233000180;2062;1;0;0;PRIVADO;BAIXADA
2062-0532-2002;05326710000120;2062;1;0;0;PRIVADO;BAIXADA
2240-0505-2002;05051819000100;2240;1;0;0;PRIVADO;BAIXADA
2062-1052-2010;10521867000650;2062;0;0;0;PRIVADO;ATIVA
4120-0799-2006;07997329000380;4120;0;0;0;PRIVADO;BAIXADA
2135-1578-2012;15788994000120;2135;1;1;1;PRIVADO;ATIVA
2062-1197-2010;11971723000820;2062;0;0;0;PRIVADO;ATIVA
2062-0312-1999;03126684000160;2062;1;0;0;PRIVADO;BAIXADA
3999-1229-2010;12296478000190;3999;1;0;0;PRIVADO;ATIVA
2135-0206-1997;02062848000170;2135;1;0;0;PRIVADO;BAIXADA
2240-1212-2010;12128171000180;2240;1;0;0;PRIVADO;ATIVA
2135-0231-1997;02316333000150;2135;1;0;0;PRIVADO;ATIVA
3999-0268-1998;02688631000170;3999;1;0;0;PRIVADO;ATIVA
2062-0263-1998;02631181000180;2062;1;0;0;PRIVADO;BAIXADA
2135-0327-1999;03275635000190;2135;1;0;0;PRIVADO;ATIVA
2240-0386-2000;03864419000180;2240;1;0;0;PRIVADO;ATIVA
2305-1546-2012;15463157000120;2305;1;1;0;PRIVADO;ATIVA
2062-0595-2003;05950531000240;2062;0;0;0;PRIVADO;ATIVA
2135-0359-1999;03595877000160;2135;1;0;0;PRIVADO;ATIVA
2062-1097-2009;10975651000150;2062;1;1;0;PRIVADO;ATIVA
2062-0020-2008;00202087000260;2062;0;1;0;PRIVADO;ATIVA
2135-1183-2010;11831524000140;2135;1;1;1;PRIVADO;ATIVA
4120-1210-2010;12108443000180;4120;1;0;0;PRIVADO;ATIVA
2135-1218-2010;12182936000160;2135;1;1;1;PRIVADO;ATIVA
2305-0924-2007;09243141000100;2305;1;0;0;PRIVADO;ATIVA
2305-1563-2012;15633284000120;2305;1;0;0;PRIVADO;ATIVA
3271-1581-2012;15811167000100;3271;1;0;0;PUBLICO;ATIVA
2135-1563-2012;15636443000140;2135;1;1;1;PRIVADO;ATIVA
2062-8064-1988;80648561000130;2062;1;1;0;PRIVADO;ATIVA
2062-0692-2004;06927794000110;2062;1;0;0;PRIVADO;ATIVA
2062-0919-2007;09193796000110;2062;1;0;0;PRIVADO;ATIVA
2062-2206-1986;22061477000110;2062;1;0;0;PRIVADO;ATIVA
2062-0112-1996;01120921000150;2062;1;0;0;PRIVADO;ATIVA
2135-1287-2010;12877392000150;2135;1;1;1;PRIVADO;ATIVA
2062-0291-1998;02914988000120;2062;1;0;0;PRIVADO;ATIVA
2135-1014-2008;10143773000180;2135;1;1;0;PRIVADO;ATIVA
2062-0452-2005;04523923000260;2062;0;0;0;PRIVADO;ATIVA
2135-0887-2007;08872028000120;2135;1;1;0;PRIVADO;ATIVA
4120-0890-2007;08904691000160;4120;1;0;0;PRIVADO;ATIVA
2135-0743-2005;07436233000180;2135;1;0;0;PRIVADO;ATIVA
